div_code,agent_id,latitude,longitude,total_bills
DIV475613,PUFGL01035,27.3789867,83.4615033,65
DIV475613,PUFGL01035,27.378309,83.4608239,61
DIV475613,PUFGL01035,27.3783194,83.4603322,43
DIV475613,PUFGL01035,27.3783152,83.4609287,26
DIV475613,PUFGL01035,27.3783117,83.46665,26
DIV475613,PUFGL01035,27.3777733,83.4666383,19
DIV475613,PUFGL01035,27.3784086,83.4607865,16
DIV475613,PUFGL01035,27.3785787,83.4658537,16
DIV475613,PUFGL01035,27.3782555,83.4662612,15
DIV475613,PUFGL01035,27.3782233,83.4667017,12
DIV475613,PUFGL01037,27.2555231,83.3843833,15
DIV475613,PUFGL01037,27.2537392,83.3799663,13
DIV475613,PUFGL01038,27.2360264,83.3571327,24
DIV475613,PUFGL01038,27.2262225,83.3808425,12
DIV475613,PUFGL01046,27.4077779,83.4316535,79
DIV475613,PUFGL01046,27.4217485,83.4286294,79
DIV475613,PUFGL01046,27.4015916,83.4208354,52
DIV475613,PUFGL01046,27.4547827,83.4021389,42
DIV475613,PUFGL01046,27.4232362,83.4251877,36
DIV475613,PUFGL01046,27.405671,83.4313082,28
DIV475613,PUFGL01046,27.426788,83.4148712,26
DIV475613,PUFGL01046,27.4165025,83.4371045,24
DIV475613,PUFGL01046,27.4044953,83.4322934,13
DIV475613,PUFGL01046,27.4044949,83.4322933,11
DIV475614,FGLTD01744,27.2281319,83.6658438,99
DIV475614,FGLTD01744,27.2283369,83.6657656,88
DIV475614,FGLTD01744,27.2426244,83.7014194,65
DIV475614,FGLTD01744,27.2281224,83.6658027,56
DIV475614,FGLTD01744,27.2283415,83.6659962,44
DIV475614,FGLTD01744,27.2279499,83.6657772,41
DIV475614,FGLTD01744,27.2282068,83.665874,40
DIV475614,FGLTD01744,27.2280864,83.6659113,37
DIV475614,FGLTD01744,27.2281639,83.6659308,37
DIV475614,FGLTD01744,27.2279755,83.6657366,33
DIV475614,FGLTD01744,27.2281714,83.6657661,33
DIV475614,FGLTD01744,27.227749,83.6658503,28
DIV475614,FGLTD01744,27.2280764,83.6658599,28
DIV475614,FGLTD01744,27.2282401,83.6659515,27
